Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
32.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,17,20002.511139305843
34.0,4.6,Fog,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,48,20002.498150534695
28.0,4.9,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.51754619504
,,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,29,20002.513814506896
33.0,4.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,20002.52023499248
,,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,48,18153.822768963142
20.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.509309354078
25.0,4.7,Stormy,High,1,Meal,motorcycle,,No,Urban,19,20002.51970659472
31.0,4.5,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51399300842
25.0,4.1,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.5057456079
36.0,4.7,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,29,20002.51114003468
30.0,4.3,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,35,20002.50512121858
32.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.504715476327
21.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,,Urban,10,20002.513993190696
33.0,4.3,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,20002.488493499368
22.0,4.5,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51747930452
32.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,47,20002.49801631282
28.0,4.5,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,13,20002.508679254173
39.0,4.6,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.518711868193
,,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.511897078177
23.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,43,20002.508646169266
,,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.5157943306
34.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,Yes,Metropolitian,42,20002.50511003039
36.0,4.0,Windy,High,0,Buffet,motorcycle,2.0,No,Urban,39,20002.51748999024
35.0,4.5,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.51362029983
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.513618915393
33.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,24,20002.519691038517
23.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.498223627346
31.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,,16,20002.513966508606
29.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.508823713073
30.0,4.6,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,28,20002.508012619965
34.0,4.4,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,43,20002.486205776735
23.0,4.6,Cloudy,Low,2,Snack,scooter,1.0,No,,12,20002.520245968914
31.0,4.2,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,34,20002.520235897508
24.0,4.6,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,20002.505073644883
22.0,4.9,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.508296466294
39.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Urban,39,20002.498321056853
22.0,4.7,Stormy,High,2,Meal,scooter,0.0,No,Urban,12,20002.51739327758
22.0,4.5,Cloudy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.517554100166
36.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,20002.506171027722
29.0,4.8,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.515576659665
30.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,Yes,Urban,43,20002.488253868833
,,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,20002.51607423629
37.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.518858842705
30.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19,20002.51970757767
21.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,,10,20002.519730498894
33.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,44,20002.504715476327
24.0,4.5,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,21,20002.496957495794
30.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,17,20002.50512121858
35.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.51361994557
31.0,4.1,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37,20002.498492594063
37.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.517461675616
35.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,Yes,Metropolitian,47,20002.50930953508
26.0,4.7,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,12,20002.51595904672
24.0,4.9,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,15,20002.490236196514
39.0,5.0,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,25,20002.508994631058
32.0,4.9,Fog,Jam,2,Meal,electric_scooter,1.0,Yes,Metropolitian,42,20002.508241072992
38.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.504715476327
26.0,4.7,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,18,20002.508296582713
38.0,4.6,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,20002.515926825643
31.0,4.8,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.520235004304
31.0,4.5,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.519691510122
27.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.51754619504
22.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.52023500673
33.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.517461622814
25.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,19,20002.52023440399
29.0,4.8,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,21,20002.508571596332
23.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23,20002.519729128406
39.0,5.0,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.513898910933
36.0,4.4,Windy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,39,20002.511663342026
22.0,4.5,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,13,20002.518758282113
37.0,4.3,Stormy,Low,0,Drinks,motorcycle,,No,Metropolitian,27,20002.520245968914
29.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.51381849043
23.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.500061086143
25.0,4.9,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51746186211
38.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,49,20002.498788795034
26.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.519700149176
31.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.520236356886
25.0,4.5,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.520245978052
31.0,4.3,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.49871956223
37.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.51592672132
34.0,4.9,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,26,20002.515893703174
36.0,5.0,Stormy,Low,2,Snack,scooter,1.0,No,Urban,24,20002.520241896815
22.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.520236349435
34.0,4.4,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.513796538773
27.0,5.0,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.52024669764
27.0,4.9,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,10,20002.517567662926
39.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Urban,29,20002.505074400695
37.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,20002.500060179285
27.0,4.8,Cloudy,High,1,Buffet,motorcycle,0.0,No,Urban,24,20002.517524950974
28.0,4.7,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,19,20002.511427019625
39.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.518719712854
34.0,4.9,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,37,20002.511162577754
22.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Urban,14,20002.51970014872
24.0,5.0,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.50832552437
32.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,16,20002.515687497456
25.0,4.8,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.5196693537
23.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,11,20002.518768503003
29.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.517554525428
33.0,4.8,Sandstorms,High,1,Snack,motorcycle,1.0,No,Urban,26,20002.517554184888
31.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,20002.508297041997
37.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,20002.508642669814
22.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.51881717737
36.0,4.8,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,15,20002.513622871233
20.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.49870594651
33.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,22,20002.519710616823
25.0,2.7,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,39,20002.511161390965
30.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,25,20002.504715476327
32.0,3.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,20002.508910088523
21.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51413863958
22.0,4.6,Cloudy,High,2,Buffet,scooter,,No,Metropolitian,20,20002.519710714038
39.0,4.1,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,33,20002.48877784494
35.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,51,20002.508012619965
26.0,4.7,Windy,Jam,1,Meal,scooter,0.0,No,Urban,11,20002.51379705585
38.0,3.6,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Urban,31,20002.49913342587
20.0,4.8,Stormy,Medium,1,Buffet,scooter,0.0,No,,17,20002.508201361426
26.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,Urban,18,20002.511162806673
30.0,4.9,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.51595832214
39.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,47,20002.50507584902
26.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.515893940883
24.0,4.9,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.520245958036
33.0,4.8,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Urban,29,20002.515822324473
30.0,4.8,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.511096770162
26.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.51966725132
30.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,48,20002.498492594063
22.0,5.0,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.505570667545
20.0,5.0,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51362224544
23.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.506357423463
35.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.511403868073
36.0,5.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.49197985788
27.0,4.0,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.487442448233
30.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.51390042562
31.0,4.1,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,20002.50500392644
37.0,4.9,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,22,20002.505744080114
30.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.48980076486
35.0,4.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,28,20002.511065813833
37.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.515576659665
38.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,27,20002.518903178494
39.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.511165404005
24.0,4.6,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,26,20002.48931162393
,,Windy,Medium,2,Snack,scooter,1.0,No,Urban,31,20002.515650425587
28.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,15,20002.50556946431
39.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519663796043
30.0,4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.518817140055
32.0,4.9,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.508012619965
29.0,4.7,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Urban,19,20002.508012619965
23.0,4.8,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,42,20002.49996143891
32.0,4.6,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,26,20002.505117251447
32.0,4.3,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,37,20002.498231173162
26.0,2.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,39,20002.511543008695
23.0,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.511164577067
24.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.50574454338
37.0,4.7,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.508825227633
22.0,4.9,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,12,20002.51162220535
32.0,4.8,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,48,20002.51106554965
33.0,4.4,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,35,20002.513622395054
39.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.52024412475
31.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,26,20002.513619928686
37.0,4.5,Windy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,39,20002.498014682365
24.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51877379972
39.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.520231456303
24.0,4.2,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.51163310494
31.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,27,20002.511662265013
28.0,5.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,34,20002.505117251025
25.0,4.6,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,33,20002.50595428634
23.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,31,20002.505117295663
32.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,20002.50924991724
20.0,4.9,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,21,20002.520244115247
34.0,3.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.511349594744
27.0,4.5,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,20002.50868799007
32.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.51875847875
21.0,4.6,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,44,20002.508642124503
27.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.513443211963
28.0,4.9,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,24,20002.51966940045
36.0,4.3,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.515893580323
29.0,4.7,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.519663818384
30.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,20002.518810346362
39.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,45,20002.511628737422
28.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,25,20002.518774215532
20.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,12,20002.520244110634
,,,,3,Drinks,scooter,1.0,No,Metropolitian,26,20002.51396565473
20.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.518858761032
35.0,5.0,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,27,20002.505075847243
26.0,5.0,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.48912874326
35.0,4.7,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.498495879194
28.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.517378920573
38.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,20002.513965403028
20.0,4.8,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.49102260668
38.0,5.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.49749465317
20.0,4.6,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.519688783595
32.0,5.0,Sandstorms,High,1,Drinks,scooter,1.0,No,Urban,32,20002.517401030065
30.0,4.7,Fog,High,2,Snack,scooter,0.0,No,Metropolitian,27,20002.517609248724
31.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.51968876809
28.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.51360201809
34.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.519649606602
39.0,3.1,Sunny,Low,0,Snack,motorcycle,0.0,No,,31,20002.48849225532
32.0,4.3,Cloudy,Jam,1,Meal,motorcycle,,Yes,Metropolitian,49,20002.489129096553
38.0,4.8,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,20002.508928357853
34.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.5187195895
34.0,4.5,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,30,20002.517379114433
31.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,26,20002.505742206667
28.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.519710688724
23.0,4.6,Sunny,High,1,Meal,scooter,1.0,No,Urban,15,20002.51966940045
31.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,20002.517639999933
34.0,4.4,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,40,20002.487288939436
30.0,4.6,Sunny,Low,2,Drinks,motorcycle,1.0,No,Urban,25,20002.511096607577
38.0,3.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.508679254173
32.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.52025619676
21.0,4.8,Windy,Low,1,Drinks,scooter,0.0,No,Urban,12,20002.511161251852
20.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,13,20002.520236388933
21.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,27,20002.50500511935
27.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,10,20002.516216692366
20.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.518723962
37.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.51384789166
39.0,4.8,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,27,20002.517566733794
36.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.511065197566
39.0,4.7,Cloudy,High,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.517554285405
24.0,4.4,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,39,20002.497780659814
35.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,20002.519669070687
22.0,4.8,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,20002.520257037824
22.0,4.9,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,28,20002.517400197976
38.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,20002.50574454338
24.0,4.9,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.508296288408
28.0,5.0,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,21,20002.486390929564
38.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,18,20002.519690739544
24.0,4.5,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,12,20002.515840148186
24.0,5.0,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.5111630831
34.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Urban,28,20002.51384756527
22.0,4.8,Stormy,Medium,2,Drinks,motorcycle,0.0,No,Urban,26,20002.51732220814
27.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.509161562077
26.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,15,20002.498216499254
38.0,4.2,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.508682073596
36.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,20002.508330000852
29.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.497388984324
36.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,11,20002.52024594304
38.0,4.7,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.515821801153
27.0,4.6,Windy,Medium,0,Buffet,motorcycle,,No,Urban,11,20002.517399944954
20.0,4.7,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.517379067493
33.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,51,20002.48825396502
32.0,4.1,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,31,20002.515926818352
29.0,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,,Urban,10,20002.520245962154
21.0,4.5,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,13,20002.517393110273
24.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51162207384
21.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,,21,20002.504715476327
20.0,4.6,Fog,Jam,1,Meal,scooter,,No,Metropolitian,43,20002.504955764918
31.0,4.3,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,20002.51732220814
32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.519669343306
27.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.513602684685
32.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.497562237593
25.0,4.7,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,15,20002.519649606602
25.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,43,20002.511166030457
23.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.515894039356
32.0,4.5,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,25,20002.515926860957
26.0,4.8,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.515794698465
30.0,4.5,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.520236410834
27.0,5.0,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,26,20002.49849303483
31.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.513816851493
26.0,4.3,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,32,20002.49102002795
31.0,4.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,39,20002.515687723964
26.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,20002.513898921814
25.0,4.7,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,20002.505117251447
24.0,4.6,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,15,20002.50500486936
33.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,22,20002.515699358206
39.0,4.3,Windy,Jam,2,Drinks,electric_scooter,1.0,Yes,Metropolitian,43,20002.504715476327
28.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.498685905906
26.0,4.5,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.51140284189
25.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.518817170283
39.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,20002.505425819396
31.0,3.4,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,31,20002.505003861723
29.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.51881024218
39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.488401450675
22.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.514158734797
24.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.505894731334
20.0,4.9,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.513571198553
